facilityId,facilityName,state,zipCode,SMD %,SUB-2 %,SUB-3 %,TOB-3 %,Start Date,End Date,MedCont %,READM-30-IPF Measure Desc,READM-30-IPF Category,READM-30-IPF Denominator,READM-30-IPF Rate,READM-30-IPF Lower Estimate,READM-30-IPF Higher Estimate,READM-30-IPF Footnote,READM-30-IPF Start Date,READM-30-IPF End Date,IMM-2 %,Flu Season Start Date,Flu Season End Date
40051,BAPTIST HEALTH MEDICAL CENTER-DREW COUNTY,AR,71655,51,Not Available,Not Available,55,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,98,20.8,15.2,28.1,,07/01/2021,06/30/2023,88,10/01/2023,03/31/2024
40055,BAPTIST HEALTH - FORT SMITH,AR,72901,97,3,Not Available,92,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,149,18.7,13.7,24.6,,07/01/2021,06/30/2023,89,10/01/2023,03/31/2024
40071,JEFFERSON REGIONAL MEDICAL CENTER,AR,71603,97,79,70,100,01/01/2023,12/31/2023,82.9,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,128,15.8,12.1,20.6,,07/01/2021,06/30/2023,89,10/01/2023,03/31/2024
40078,NATIONAL PARK MEDICAL CENTER,AR,71901,95,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,114,17.1,12.2,23.4,,07/01/2021,06/30/2023,92,10/01/2023,03/31/2024
40084,SALINE MEMORIAL HOSPITAL,AR,72015,88,Not Available,Not Available,6,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,89,20.4,15,26.9,,07/01/2021,06/30/2023,91,10/01/2023,03/31/2024
40114,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,AR,72205,92,1,29,74,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,168,18.1,13.6,23.9,,07/01/2021,06/30/2023,87,10/01/2023,03/31/2024
40119,WHITE RIVER MEDICAL CENTER,AR,72503,100,73,Not Available,95,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,109,23.4,17.6,30.6,,07/01/2021,06/30/2023,95,10/01/2023,03/31/2024
40132,LEO N LEVI MEMORIAL HOSPITAL,AR,71901,100,100,Not Available,Not Available,01/01/2023,12/31/2023,84.5,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,96,21.1,16.4,27,,07/01/2021,06/30/2023,100,10/01/2023,03/31/2024
40153,SOUTHWEST REGIONAL MEDICAL CENTER LLC,AR,71801,100,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,164,17.8,13.3,23.5,,07/01/2021,06/30/2023,97,10/01/2023,03/31/2024
41302,DARDANELLE REGIONAL MEDICAL CENTER,AR,72834,98,Not Available,Not Available,42,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,121,20.6,15.5,26.8,,07/01/2021,06/30/2023,90,10/01/2023,03/31/2024
41327,BRADLEY COUNTY MEDICAL CENTER,AR,71671,35,0,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,102,19.5,14,26.1,,07/01/2021,06/30/2023,27,10/01/2023,03/31/2024
41332,UNITY HEALTH - NEWPORT,AR,72112,92,23,Not Available,90,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2021,06/30/2023,89,10/01/2023,03/31/2024
44004,VISTA HEALTH FAYETTEVILLE,AR,72703,97,78,33,3,01/01/2023,12/31/2023,82.1,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,429,23.6,19.9,27.5,,07/01/2021,06/30/2023,66,10/01/2023,03/31/2024
44005,BRIDGEWAY HOSPITAL,AR,72113,77,78,85,100,01/01/2023,12/31/2023,77.3,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,257,17.4,14,21.5,,07/01/2021,06/30/2023,66,10/01/2023,03/31/2024
44006,VALLEY BEHAVIORAL HEALTH SYSTEM,AR,72923,74,48,51,25,01/01/2023,12/31/2023,83.1,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,198,20.3,16.5,24.8,,07/01/2021,06/30/2023,81,10/01/2023,03/31/2024
44007,RIVENDELL BEHAVIORAL HEALTH SERVICES,AR,72019,100,60,94,78,01/01/2023,12/31/2023,70.5,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,164,22.8,18.5,27.7,,07/01/2021,06/30/2023,45,10/01/2023,03/31/2024
44011,ARKANSAS STATE HOSPITAL,AR,72205,100,47,17,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2021,06/30/2023,13,10/01/2023,03/31/2024
44017,UNITED METHODIST BEHAVIORAL HOSPITAL,AR,72113,100,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2023,22,10/01/2023,03/31/2024
44019,SPRINGWOODS BEHAVIORAL HEALTH SERVICES,AR,72704,97,74,91,72,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,99,16.8,12.6,22.2,,07/01/2021,06/30/2023,82,10/01/2023,03/31/2024
44020,RIVERVIEW BEHAVIORAL HEALTH,AR,71854,69,57,72,58,01/01/2023,12/31/2023,78.7,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,109,20,15.3,25.4,,07/01/2021,06/30/2023,81,10/01/2023,03/31/2024
44021,PERIMETER BEHAVIORAL HOSPITAL OF WEST MEMPHIS,AR,72301,96,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2023,94,10/01/2023,03/31/2024
44022,CONWAY BEHAVIORAL HEALTH,AR,72034,93,76,61,54,01/01/2023,12/31/2023,81.7,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,241,20.2,16.4,24.5,,07/01/2021,06/30/2023,28,10/01/2023,03/31/2024
50007,PENINSULA MEDICAL CENTER,CA,94010,89,84,44,22,01/01/2023,12/31/2023,81.4,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,134,17.9,13.6,23.3,,07/01/2021,06/30/2023,91,10/01/2023,03/31/2024
50008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,CA,94117,89,39,45,12,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2023,84,10/01/2023,03/31/2024
50024,PARADISE VALLEY HOSPITAL,CA,91950,76,100,100,89,01/01/2023,12/31/2023,80.5,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,308,19.1,16,22.3,,07/01/2021,06/30/2023,79,10/01/2023,03/31/2024
50025,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,CA,92103,86,54,89,69,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,198,15.6,12.1,20,,07/01/2021,06/30/2023,95,10/01/2023,03/31/2024
50026,GROSSMONT HOSPITAL,CA,91942,100,100,100,100,01/01/2023,12/31/2023,82.5,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,336,19,15.8,22.4,,07/01/2021,06/30/2023,92,10/01/2023,03/31/2024
50038,SANTA CLARA VALLEY MEDICAL CENTER,CA,95128,81,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,108,15.1,11.1,19.8,,07/01/2021,06/30/2023,58,10/01/2023,03/31/2024
50040,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,CA,91342,89,91,87,83,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,56,18.9,14,25.1,,07/01/2021,06/30/2023,90,10/01/2023,03/31/2024
50057,KAWEAH HEALTH MEDICAL CENTER,CA,93291,97,85,98,58,01/01/2023,12/31/2023,88.2,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,231,16.7,13.4,20.6,,07/01/2021,06/30/2023,100,10/01/2023,03/31/2024
50058,GLENDALE MEM HOSPITAL & HLTH CENTER,CA,91204,57,1,11,24,01/01/2023,12/31/2023,84.6,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,112,25.9,21.6,30.6,,07/01/2021,06/30/2023,88,10/01/2023,03/31/2024
50069,PROVIDENCE ST. JOSEPH HOSPITAL,CA,92868,76,93,77,78,01/01/2023,12/31/2023,79.5,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,192,20.5,16.3,25.3,,07/01/2021,06/30/2023,98,10/01/2023,03/31/2024
50077,SCRIPPS MERCY HOSPITAL,CA,92103,98,92,100,92,01/01/2023,12/31/2023,88,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,105,17.4,13.3,22.4,,07/01/2021,06/30/2023,98,10/01/2023,03/31/2024
50078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,CA,90732,95,64,73,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,68,21.7,16.6,27.8,,07/01/2021,06/30/2023,99,10/01/2023,03/31/2024
50089,COMMUNITY HOSPITAL OF SAN BERNARDINO,CA,92411,73,6,7,23,01/01/2023,12/31/2023,67.5,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,390,31.6,28.4,35,,07/01/2021,06/30/2023,90,10/01/2023,03/31/2024
50113,SAN MATEO MEDICAL CENTER,CA,94403,97,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,26,16.7,11.4,23.2,,07/01/2021,06/30/2023,79,10/01/2023,03/31/2024
50116,NORTHRIDGE HOSPITAL MEDICAL CENTER,CA,91325,94,53,72,Not Available,01/01/2023,12/31/2023,72.7,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,160,22.3,17.8,27.4,,07/01/2021,06/30/2023,100,10/01/2023,03/31/2024
50124,USC VERDUGO HILLS HOSPITAL,CA,91208,93,30,14,0,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,197,19.5,15.5,24.4,,07/01/2021,06/30/2023,92,10/01/2023,03/31/2024
50127,WOODLAND MEMORIAL HOSPITAL,CA,95695,84,70,11,53,01/01/2023,12/31/2023,86.5,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,279,17.7,14.4,21.7,,07/01/2021,06/30/2023,87,10/01/2023,03/31/2024
50128,TRI-CITY MEDICAL CENTER,CA,92056,Not Available,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2021,06/30/2023,Not Available,10/01/2023,03/31/2024
50132,SAN GABRIEL VALLEY MEDICAL CENTER,CA,91776,100,0,Not Available,Not Available,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Better Than the National Rate,382,15.8,12.9,19.2,,07/01/2021,06/30/2023,69,10/01/2023,03/31/2024
50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,CA,93940,93,81,57,27,01/01/2023,12/31/2023,85.8,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,241,18.6,14.9,23.1,,07/01/2021,06/30/2023,45,10/01/2023,03/31/2024
50152,SAINT FRANCIS MEMORIAL HOSPITAL,CA,94109,73,19,25,0,01/01/2023,12/31/2023,77.5,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,174,16.5,13,20.7,,07/01/2021,06/30/2023,69,10/01/2023,03/31/2024
50158,ENCINO HOSPITAL MEDICAL CENTER,CA,91436,90,Not Available,Not Available,Not Available,01/01/2023,12/31/2023,80,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,414,18,14.8,21.6,,07/01/2021,06/30/2023,94,10/01/2023,03/31/2024
50228,ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR,CA,94110,63,5,23,43,01/01/2023,12/31/2023,82.9,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,143,15.9,12.2,20.3,,07/01/2021,06/30/2023,43,10/01/2023,03/31/2024
50239,GLENDALE ADVENTIST MEDICAL CENTER,CA,91206,82,93,97,55,01/01/2023,12/31/2023,88.6,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,301,18,14.8,21.6,,07/01/2021,06/30/2023,73,10/01/2023,03/31/2024
50245,ARROWHEAD REGIONAL MEDICAL CENTER,CA,92324,46,83,16,2,01/01/2023,12/31/2023,66.9,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Worse Than the National Rate,307,24.8,21.1,28.6,,07/01/2021,06/30/2023,95,10/01/2023,03/31/2024
50257,GOOD SAMARITAN HOSPITAL,CA,93308,99,25,60,74,01/01/2023,12/31/2023,93.4,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,101,16.8,12.9,21.8,,07/01/2021,06/30/2023,81,10/01/2023,03/31/2024
50276,CONTRA COSTA REGIONAL MEDICAL CENTER,CA,94553,86,44,74,50,01/01/2023,12/31/2023,Not Available,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,140,18.6,14.5,23.6,,07/01/2021,06/30/2023,95,10/01/2023,03/31/2024
50289,AHMC SETON MEDICAL CENTER,CA,94015,83,68,53,53,01/01/2023,12/31/2023,77.9,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,179,18.6,14.1,24.2,,07/01/2021,06/30/2023,76,10/01/2023,03/31/2024
50305,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,CA,94705,100,88,100,82,01/01/2023,12/31/2023,85.2,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,445,16.6,13.9,19.5,,07/01/2021,06/30/2023,92,10/01/2023,03/31/2024
50308,EL CAMINO HOSPITAL,CA,94040,95,82,71,29,01/01/2023,12/31/2023,86.2,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,110,16.1,11.8,21.9,,07/01/2021,06/30/2023,92,10/01/2023,03/31/2024
50320,HIGHLAND HOSPITAL,CA,94602,82,Not Available,31,Not Available,01/01/2023,12/31/2023,67.8,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),No Different Than the National Rate,695,19.1,16.8,21.7,,07/01/2021,06/30/2023,83,10/01/2023,03/31/2024
